id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48785591,Rental unit in Newark · ★4.84 · 2 bedrooms · 3 beds · 1 bath,45688186,Chinasokwu,,West,40.73923,-74.23173,Entire home/apt,200,1,69,2023-11-30,2.05,2,0,9,
48787270,Rental unit in Newark · ★4.80 · 2 bedrooms · 2 beds · 1 bath,338499596,Alejandra,,Central,40.72816,-74.18234,Entire home/apt,106,1,151,2023-12-15,4.69,2,57,51,
48865035,Home in Newark · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75745,-74.1889,Private room,30,90,6,2023-08-21,0.19,65,365,2,
48947223,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,86600847,Oluwatayo,,South,40.71104,-74.20798,Private room,75,7,1,2021-05-17,0.03,8,137,0,
48947415,Rental unit in Newark · ★4.36 · 2 bedrooms · 2 beds · 1 bath,86600847,Oluwatayo,,South,40.71244,-74.20776,Entire home/apt,140,2,24,2023-11-26,0.79,8,0,7,
49037843,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,45299751,Nathan,,Central,40.75269,-74.18501,Entire home/apt,77,13,16,2023-09-14,0.50,2,59,4,
49063972,Rental unit in Newark · ★4.75 · 1 bedroom · 2 beds · 1 bath,314532964,Perose,,Central,40.74749,-74.16986,Entire home/apt,160,1,31,2023-10-20,0.95,13,0,8,
49077733,Rental unit in Newark · ★4.90 · 1 bedroom · 2 beds · 1 bath,313129563,Joe,,Central,40.74768,-74.16935,Entire home/apt,156,2,67,2023-12-30,2.03,17,351,33,
49388812,Home in Newark · ★New · 1 bedroom · 1 bed · 1 shared bath,4510200,Sonya,,North,40.774661761045735,-74.17952158877536,Private room,47,1,0,,,1,148,0,
49398527,Rental unit in Newark · ★4.87 · 2 bedrooms · 2 beds · 1 bath,398428345,Diego,,North,40.77007,-74.18723,Entire home/apt,95,3,89,2023-12-11,3.46,1,323,43,
49402177,Home in Newark · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75684,-74.1884,Private room,32,90,4,2023-07-09,0.13,65,333,1,
49441092,Condo in Newark · ★4.58 · 2 bedrooms · 2 beds · 2 baths,154903257,Jasmine,,Central,40.75627,-74.17042,Entire home/apt,162,3,50,2023-10-29,1.54,3,362,10,
49463429,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,172508456,Dexter,,North,40.76748677060216,-74.17565279023502,Private room,42,31,5,2023-12-25,0.17,6,130,2,
49463744,Condo in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,21662783,T. Anna,,Central,40.72954,-74.17772,Entire home/apt,90,30,4,2023-06-26,0.15,4,166,2,
49463950,Home in Newark · 1 bedroom · 1 bed · 1.5 shared baths,172508456,Dexter,,North,40.7649,-74.17679,Private room,42,31,1,2023-02-05,0.09,6,362,1,
49502355,Rental unit in Newark · ★4.91 · 2 bedrooms · 2 beds · 2 baths,392811605,Katie,,East,40.72408,-74.17089,Entire home/apt,192,2,98,2023-12-18,4.33,1,0,50,
49504614,Condo in Newark · ★4.35 · 2 bedrooms · 2 beds · 0 baths,154903257,Jasmine,,Central,40.75604,-74.17186,Entire home/apt,143,2,20,2023-11-27,0.62,3,363,6,
49585120,Home in Newark · 1 bedroom · 1 bed · 1.5 shared baths,52659070,Adrienne,,Central,40.756,-74.18854,Private room,40,90,1,2021-05-20,0.03,65,365,0,
49833574,Rental unit in Newark · ★4.77 · 1 bedroom · 1 bed · 1 private bath,118893084,Abdulla,,West,40.7452,-74.19563,Private room,50,1,22,2023-12-17,0.69,2,365,10,
49851307,Rental unit in Newark · ★4.65 · 1 bedroom · 1 bath,402036489,Aaliyah,,South,40.72608,-74.21369,Entire home/apt,107,1,109,2023-11-16,3.49,3,331,30,
49904028,Rental unit in Newark · ★4.88 · 1 bedroom · 2 beds · 1 bath,177571244,Cavelle,,Central,40.7367,-74.17054,Entire home/apt,135,1,168,2023-12-15,5.62,2,0,63,
49913154,Rental unit in Newark · ★4.95 · Studio · 2 beds · 1 bath,338687664,Shaun,,Central,40.734073638916016,-74.17587280273438,Entire home/apt,148,1,114,2023-12-21,3.75,7,267,57,
49923105,Home in Newark · 1 bedroom · 1 bed · 1.5 shared baths,172508456,Dexter,,North,40.76624,-74.1759,Private room,42,31,0,,,6,362,0,
50032649,Home in Newark · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,172508456,Dexter,,North,40.76474,-74.17699,Private room,42,31,4,2023-05-28,0.13,6,346,1,
50083410,Rental unit in Newark · ★4.85 · 2 bedrooms · 3 beds · 1 bath,403995401,Brent,,Central,40.75748,-74.17487,Entire home/apt,123,1,163,2023-12-26,5.22,4,333,56,
50090254,Rental unit in Newark · ★4.77 · 1 bedroom · 2 beds · 1 bath,404071311,Juan,,Central,40.73734,-74.16909,Entire home/apt,144,1,66,2023-12-14,2.46,3,337,31,
50148188,Rental unit in Newark · ★3.86 · 1 bedroom · 1 bed · 1 shared bath,404686576,Ashley,,South,40.71412,-74.20758,Private room,48,5,14,2023-12-12,0.49,7,334,7,
50159826,Rental unit in Newark · ★4.86 · 1 bedroom · 3 beds · 1 bath,389425725,Jennifer,,East,40.73404,-74.17147,Entire home/apt,141,1,130,2023-12-12,4.16,1,107,39,
50164755,Home in Newark · ★3.75 · 1 bedroom · 2 beds · 1 shared bath,240669706,Shawn,,South,40.7108,-74.21131,Private room,85,1,4,2022-04-17,0.13,2,362,0,
50177223,Home in Newark · ★3.67 · 1 bedroom · 1 bed · 1 private bath,240669706,Shawn,,South,40.71026,-74.2126,Private room,85,1,3,2023-05-07,0.17,2,177,1,
50194211,Rental unit in Newark · ★4.50 · 2 bedrooms · 2 beds · 1 bath,348281346,Kislak,,Central,40.74027,-74.16863,Entire home/apt,226,3,10,2023-12-26,0.39,19,109,6,
50248198,Serviced apartment in Newark · ★4.86 · 1 bedroom · 2 beds · 1 bath,45806292,Orian,,Central,40.75002,-74.16852,Entire home/apt,144,2,94,2023-12-08,3.06,2,337,38,
50289535,Rental unit in Newark · ★4.87 · 3 bedrooms · 7 beds · 1.5 baths,406072985,LiveTrueValue LLC,,West,40.74116,-74.22413,Entire home/apt,256,2,87,2023-12-11,2.84,2,54,39,
50326746,Serviced apartment in Newark · ★4.74 · 2 bedrooms · 4 beds · 1 bath,45806292,Orian,,Central,40.74908,-74.16966,Entire home/apt,154,2,116,2023-12-04,3.75,2,349,30,
50348915,Rental unit in Newark · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,347646634,Marian,,Central,40.7483,-74.18141,Private room,60,1,65,2023-12-26,2.13,9,86,23,
50349184,Rental unit in Newark · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,347646634,Marian,,Central,40.7473,-74.18322,Private room,60,1,61,2023-12-27,2.01,9,86,13,
50400719,Rental unit in Newark · ★4.13 · 1 bedroom · 1 bed · 1 shared bath,404686576,Ashley,,South,40.71453,-74.20771,Private room,47,5,16,2023-12-15,0.52,7,333,10,
50416413,Rental unit in Newark · ★4.93 · 2 bedrooms · 2 beds · 2 baths,402111482,Restful Nest,,Central,40.73428,-74.17471,Entire home/apt,183,1,156,2023-12-23,5.05,1,342,45,
50466401,Rental unit in Newark · ★4.10 · 1 bedroom · 1 bed · 1 shared bath,404686576,Ashley,,South,40.71406,-74.20788,Private room,37,5,10,2023-12-07,0.37,7,304,5,
50525814,Rental unit in Newark · ★4.90 · 2 bedrooms · 3 beds · 1 bath,193718645,Lh Augustin,,Central,40.74713,-74.16801,Entire home/apt,220,2,61,2023-12-16,2.00,4,0,17,
50550709,Rental unit in Newark · ★4.82 · 2 bedrooms · 5 beds · 1 bath,404071311,Juan,,Central,40.73461,-74.17659,Entire home/apt,217,1,50,2023-12-06,1.67,3,93,18,
50573088,Place to stay in Newark · ★4.46 · 1 bedroom · 1 bed · 1 shared bath,347646634,Marian,,Central,40.74853,-74.18191,Private room,51,1,90,2023-11-29,3.08,9,361,44,
50677246,Rental unit in Newark · ★4.94 · 1 bedroom · 2 beds · 1 bath,313129563,Joe,,East,40.73524,-74.16985,Entire home/apt,181,2,124,2023-12-28,4.09,17,341,45,
50677534,Rental unit in Newark · ★4.94 · 1 bedroom · 2 beds · 1 bath,313129563,Joe,,Central,40.73654,-74.1705,Entire home/apt,200,2,182,2023-12-22,5.99,17,157,70,
50705052,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,30306281,Nickey,,East,40.72113,-74.15819,Private room,47,30,3,2023-12-12,0.16,2,58,1,
50755336,Rental unit in Newark · ★4.96 · 1 bedroom · 2 beds · 1 bath,177571244,Cavelle,,Central,40.7366,-74.17054,Entire home/apt,131,1,123,2023-12-16,4.05,2,0,47,
50808808,Rental unit in Newark · ★4.83 · Studio · 1 bed · 1 bath,357754550,Kareem,,Central,40.73502,-74.1769,Entire home/apt,186,3,36,2023-12-13,1.21,5,362,8,
50853123,Home in Newark · ★4.87 · 3 bedrooms · 3 beds · 2 baths,91382887,Daniel,,Central,40.74683,-74.17286,Entire home/apt,399,3,46,2023-12-20,1.56,1,88,12,
50865338,Condo in Newark · ★4.60 · 1 bedroom · 1 bed · 1 bath,404878616,Joshua,,Central,40.73807,-74.18219,Entire home/apt,134,3,44,2023-12-10,1.53,1,0,13,
50897570,Rental unit in Newark · ★3.64 · 1 bedroom · 1 bed · 1 shared bath,404686576,Ashley,,South,40.71899,-74.20084,Private room,54,5,11,2023-10-21,0.37,7,361,3,
50897724,Rental unit in Newark · ★4.30 · 1 bedroom · 1 bed · 1 shared bath,404686576,Ashley,,South,40.71842,-74.19891,Private room,54,5,10,2023-06-19,0.36,7,333,3,
50918318,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75648,-74.18734,Private room,30,90,7,2023-08-26,0.30,65,365,3,
50934196,Rental unit in Newark · ★4.92 · 2 bedrooms · 3 beds · 2 baths,186328264,Said & Sue-Ann,,Central,40.73474,-74.17617,Entire home/apt,183,3,74,2023-12-18,2.55,7,0,28,
50935334,Rental unit in Newark · ★5.0 · 2 bedrooms · 3 beds · 2 baths,186328264,Said & Sue-Ann,,Central,40.73359,-74.17554,Entire home/apt,249,3,84,2023-12-28,2.83,7,336,41,
50938711,Home in Newark · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,411930291,Pamela,,South,40.71242,-74.19768,Private room,45,1,171,2023-12-26,5.80,4,281,82,
50972191,Rental unit in Newark · ★New · 1 bedroom · 2 beds · 1 shared bath,74125906,Tay,,West,40.747316861676524,-74.20635058521157,Private room,54,1,0,,,1,267,0,
50995673,Home in Newark · 3 bedrooms · 3 beds · 3 baths,39930655,Sojourn,,Central,40.74627,-74.17205,Entire home/apt,244,31,1,2021-09-03,0.04,2,346,0,
51048143,Rental unit in Newark · ★4.93 · 1 bedroom · 2 beds · 1 bath,394592328,LLR Co-Hosted By Naeemah,,Central,40.73564,-74.1711,Entire home/apt,175,1,166,2023-12-11,5.61,2,172,42,
51065711,Rental unit in Newark · ★4.92 · 1 bedroom · 1 bed · 1 bath,38873143,Izenir,,East,40.72361,-74.15061,Entire home/apt,100,2,37,2023-12-12,1.94,1,141,13,
51131328,Home in Newark · 1 bedroom · 1 bed · 1 bath,37345383,Jermaine,,Central,40.72872,-74.18858,Private room,123,1,0,,,7,363,0,
51154486,Home in Newark · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,411930291,Pamela,,South,40.71411,-74.19628,Private room,45,1,197,2023-12-15,6.68,4,316,92,
51154594,Home in Newark · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,411930291,Pamela,,South,40.71262,-74.19664,Private room,45,1,118,2023-10-15,4.02,4,240,40,
51261950,Guest suite in Newark · ★4.94 · Studio · 1 bed · 1 bath,2387437,Nwakaego,,East,40.727127,-74.166,Entire home/apt,124,4,16,2023-06-26,0.79,1,237,2,
51284768,Home in Newark · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75596,-74.18908,Private room,28,90,5,2023-05-31,0.18,65,334,1,
51359147,Home in Newark · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,North,40.75783,-74.17319,Private room,47,1,5,2022-12-03,0.17,41,332,0,
51359669,Home in Newark · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,North,40.75832,-74.1748,Private room,35,1,18,2022-11-18,0.61,41,272,0,
51365330,Home in Newark · ★4.18 · 1 bedroom · 1 shared bath,392898151,Jaunt,,Central,40.75294,-74.17611,Private room,36,1,17,2022-08-27,0.63,41,303,0,
51365577,Home in Newark · 1 bedroom · 1 shared bath,392898151,Jaunt,,Central,40.75292,-74.17557,Private room,37,1,1,2021-09-03,0.04,41,362,0,
51374938,Home in Newark · ★3.75 · 1 bedroom · 1 shared bath,392898151,Jaunt,,Central,40.75471,-74.1775,Private room,40,1,12,2023-12-02,0.69,41,331,10,
51375780,Home in Newark · 1 bedroom · 1 shared bath,392898151,Jaunt,,Central,40.75495,-74.17576,Private room,45,1,0,,,41,329,0,
51375909,Home in Newark · ★4.23 · 1 bedroom · 1 shared bath,392898151,Jaunt,,Central,40.75438,-74.17604,Private room,40,1,31,2023-10-08,1.07,41,361,6,
51382652,Home in Newark · ★3.72 · 1 bedroom · 1 shared bath,392898151,Jaunt,,Central,40.75921,-74.17087,Private room,37,1,24,2023-09-26,0.82,41,0,7,
51411809,Home in Newark · ★4.10 · 1 bedroom · 2 beds · 1 shared bath,219943978,Gem,,North,40.77688,-74.16246,Private room,37,1,10,2023-01-03,0.54,5,5,1,
51494462,Rental unit in Newark · ★4.81 · 3 bedrooms · 3 beds · 2 baths,417100643,Nadine,,East,40.71867,-74.16033,Entire home/apt,225,30,36,2022-08-02,1.25,1,364,0,
51553312,Rental unit in Newark · ★4.93 · 1 bedroom · 2 beds · 1 bath,188152720,Michelle,,South,40.72361,-74.213,Entire home/apt,129,7,30,2023-11-01,1.11,1,363,23,
51621847,Rental unit in Newark · ★4.76 · 3 bedrooms · 3 beds · 2 baths,63542223,Hafh,,East,40.72606,-74.16727,Entire home/apt,154,3,80,2023-12-18,2.79,2,352,31,
51695167,Rental unit in Newark · ★4.47 · 2 bedrooms · 4 beds · 1 bath,79153497,Natalie,,East,40.72192,-74.1487,Entire home/apt,164,2,19,2023-12-19,0.70,9,82,9,
51716665,Rental unit in Newark · ★4.83 · 1 bedroom · 1 bed · 1 bath,418978933,Kb,,Central,40.73627267750677,-74.17181685254864,Entire home/apt,169,2,41,2023-12-11,1.42,2,0,19,
51859337,Rental unit in Newark · ★4.72 · 3 bedrooms · 3 beds · 2 baths,194826494,Kimberly,,South,40.72076,-74.21659,Entire home/apt,213,1,46,2023-11-06,2.30,1,0,23,
52131346,Guest suite in Newark · ★4.90 · 1 bedroom · 3 beds · 1 bath,422060078,"Huffman & McNeil Properties, LLC",,Central,40.75023,-74.16811,Entire home/apt,144,2,49,2023-12-10,1.76,1,362,20,
52154268,Rental unit in Newark · ★4.67 · 1 bedroom · 1 bed · 1 bath,417179471,Richard,,East,40.733511032191245,-74.17130724604601,Entire home/apt,171,2,12,2023-12-10,2.32,1,171,12,
52223345,Rental unit in Newark · ★4.79 · 3 bedrooms · 3 beds · 2 baths,107803728,Nelinson,,West,40.75055,-74.19204,Entire home/apt,160,1,94,2023-12-28,3.75,1,0,54,
52410430,Rental unit in Newark · ★4.88 · 2 bedrooms · 2 beds · 1 bath,222878229,Jeff,,Central,40.73868,-74.17348,Entire home/apt,130,2,76,2023-12-30,2.78,1,0,37,
52450378,Rental unit in Newark · ★4.69 · 1 bedroom · 2 beds · 1 bath,404071311,Juan,,Central,40.73711,-74.17022,Entire home/apt,145,1,52,2023-12-14,1.94,3,4,23,
52510957,Rental unit in Newark · ★3.67 · 1 bedroom · 1 bed · 1.5 baths,355277870,Zola,,South,40.71656,-74.20366,Private room,80,1,3,2023-11-05,0.11,3,333,2,
52518117,Home in Newark · ★4.33 · 2 bedrooms · 2 beds · 1 bath,401114479,Elizabeth,,North,40.76623,-74.18579,Entire home/apt,150,1,3,2022-02-20,0.11,1,361,0,
52668483,Rental unit in Newark · ★4.67 · 1 bedroom · 1 shared bath,379560163,Oluwaseyi,,South,40.71276,-74.20874,Private room,70,5,15,2023-10-21,0.56,7,348,5,
52700039,Rental unit in Newark · ★4.76 · 2 bedrooms · 4 beds · 1 bath,32916846,Max,,East,40.72670767232006,-74.16326909651876,Entire home/apt,174,2,21,2023-12-21,5.73,2,49,21,
52761133,Rental unit in Newark · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,379560163,Oluwaseyi,,South,40.71226,-74.20978,Private room,70,5,13,2023-11-09,0.52,7,359,6,
52776682,Rental unit in Newark · ★5.0 · 2 bedrooms · 2 beds · 1 bath,353453114,Zee,,South,40.71433,-74.21984,Entire home/apt,182,2,9,2023-10-16,0.35,8,348,7,
52796952,Rental unit in Newark · ★4.86 · Studio · 2 beds · 1 bath,403995401,Brent,,Central,40.75658,-74.17415,Entire home/apt,78,1,157,2023-12-30,6.21,4,0,64,
52814580,Home in Newark · ★4.88 · 1 bedroom · 1 bed · 1 private bath,343453909,Naeemah,,South,40.70338,-74.21084,Private room,73,1,32,2023-12-19,1.85,1,119,18,
52821734,Home in Newark · ★4.76 · 3 bedrooms · 3 beds · 1 bath,363360635,Alice,,South,40.71914,-74.19481,Entire home/apt,235,1,37,2023-11-26,1.41,3,355,15,
52827494,Rental unit in Newark · ★4.92 · 2 bedrooms · 4 beds · 1 bath,313129563,Joe,,Central,40.7391,-74.17327,Entire home/apt,161,2,130,2023-12-25,4.97,17,0,51,
52831522,Place to stay in Newark · ★4.79 · 2 bedrooms · 3 beds · 1 bath,86284334,Korinne,,East,40.73495,-74.13894,Entire home/apt,151,3,86,2023-12-30,3.43,1,0,40,
52864336,Rental unit in Newark · ★4.59 · 1 bedroom · 1 bed · 1 private bath,428013215,Wilson,,Central,40.74706,-74.18245,Private room,70,1,27,2023-10-21,1.03,3,362,7,
52864555,Rental unit in Newark · ★4.52 · 1 bedroom · 1 bed · 1 shared bath,428013215,Wilson,,Central,40.74652,-74.18108,Private room,60,1,23,2023-12-02,0.87,3,362,8,
52864715,Rental unit in Newark · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,428013215,Wilson,,Central,40.74702,-74.18122,Private room,65,2,10,2023-10-11,0.37,3,0,5,
52907044,Rental unit in Newark · ★4.98 · 1 bedroom · 2 beds · 1 bath,338687664,Shaun,,Central,40.7502,-74.16852,Entire home/apt,174,1,56,2023-12-17,2.19,7,234,22,
53016802,Home in Newark · ★4.95 · 3 bedrooms · 7 beds · 2 baths,110380030,Te'Ana,,West,40.75185438019854,-74.19853268421973,Entire home/apt,350,2,21,2023-12-25,3.82,1,357,21,
53081630,Home in Newark · ★3.20 · 2 bedrooms · 2 beds · 1 bath,37345383,Jermaine,,Central,40.73199,-74.1871,Entire home/apt,83,4,5,2022-08-04,0.19,7,283,0,
53280035,Condo in Newark · 2 bedrooms · 2 beds · 2 baths,154903257,Jasmine,,Central,40.75637,-74.17104,Entire home/apt,160,3,2,2023-11-12,0.81,3,363,2,
53293627,Condo in Newark · ★4.77 · 1 bedroom · 1 bed · 1 bath,406072985,LiveTrueValue LLC,,South,40.71249,-74.19075,Entire home/apt,133,2,63,2023-12-10,2.47,2,0,29,
53302222,Rental unit in Newark · ★4.56 · 1 bedroom · 1 bed · 1 private bath,379560163,Oluwaseyi,,South,40.71224,-74.20859,Private room,80,5,9,2023-06-27,0.35,7,358,2,
53314535,Rental unit in Newark · ★4.67 · 1 bedroom · 2 beds · 1 bath,67932442,Netonia,,East,40.72385,-74.17762,Entire home/apt,109,21,15,2023-11-04,0.59,4,355,7,
53329963,Condo in Newark · ★4.95 · 2 bedrooms · 5 beds · 1 bath,143812300,Treza,,Central,40.73466,-74.17704,Entire home/apt,201,2,58,2023-12-18,2.27,1,272,21,
53381599,Rental unit in Newark · ★4.83 · 1 bedroom · 2 beds · 1 bath,67932442,Netonia,,East,40.72458,-74.17757,Entire home/apt,145,21,12,2023-11-06,0.50,4,339,6,
53444379,Rental unit in Newark · ★4.50 · 2 bedrooms · 2 beds · 1 bath,420428871,Tevin,,South,40.73154,-74.20744,Entire home/apt,140,5,4,2023-11-25,0.23,1,362,3,
53448990,Rental unit in Newark · ★4.67 · 2 bedrooms · 3 beds · 2 baths,314532964,Perose,,Central,40.733460217101474,-74.1756583164968,Entire home/apt,196,1,56,2023-12-29,2.30,13,0,36,
53480058,Home in Newark · ★4.82 · 3 bedrooms · 12 beds · 2 baths,236301014,MIchelle,,East,40.72606,-74.15415,Entire home/apt,269,1,78,2023-12-20,3.05,2,340,24,
53525232,Rental unit in Newark · ★4.91 · 1 bedroom · 2 beds · 1 bath,313129563,Joe,,Central,40.73647,-74.17103,Entire home/apt,178,2,87,2023-12-27,3.45,17,360,35,
53525719,Rental unit in Newark · ★4.89 · 1 bedroom · 2 beds · 1 bath,313129563,Joe,,East,40.73448,-74.17102,Entire home/apt,177,2,100,2023-12-24,3.97,17,347,44,
53577007,Home in Newark · 3 bedrooms · 4 beds · 2 baths,236301014,MIchelle,,East,40.72788,-74.16188,Entire home/apt,191,30,0,,,2,365,0,
53584724,Home in Newark · ★4.50 · 1 bedroom · 1 shared bath,52659070,Adrienne,,Central,40.75599,-74.18905,Private room,30,90,6,2023-09-01,0.24,65,361,3,
53686655,Home in Newark · ★4.47 · 1 bedroom · 1 bed · 1 shared bath,212693162,Kingsley,,West,40.74142,-74.19409,Private room,105,1,19,2023-12-10,0.76,36,365,7,
53750800,Home in Newark · ★3.57 · 1 bedroom · 1 bed · 1 bath,183150569,Barrington,,South,40.70887,-74.20543,Private room,41,22,7,2023-11-26,0.40,3,344,3,
53756810,Rental unit in Newark · ★4.63 · 1 bedroom · 1 bed · 1 bath,326249843,C&W Capital,,North,40.7687,-74.1611,Entire home/apt,100,1,145,2023-12-26,5.84,5,8,79,
53799994,Rental unit in Newark · ★4.60 · 3 bedrooms · 3 beds · 1 bath,152973554,Evelyn,,South,40.7151,-74.21054,Entire home/apt,147,1,88,2023-12-29,3.55,8,263,44,
53880160,Home in Newark · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75724,-74.18772,Private room,30,90,12,2023-03-06,0.49,65,363,1,
53880439,Home in Newark · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75675,-74.1884,Private room,30,90,9,2023-07-17,0.37,65,365,4,
53880627,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.75655,-74.18829,Private room,35,90,4,2022-06-12,0.17,65,361,0,
53886953,Townhouse in Newark · ★4.0 · 1 bedroom · 2 beds · 1 shared bath,73284268,Rob,,West,40.73902,-74.20431,Private room,140,1,10,2023-11-05,0.41,3,0,4,
53894150,Home in Newark · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,52659070,Adrienne,,Central,40.7588,-74.18647,Private room,35,90,5,2023-07-04,0.21,65,365,2,
53904657,Guest suite in Newark · 2 bedrooms · 2 beds · 1.5 shared baths,323418927,Busola,,East,40.72051,-74.18197,Private room,171,1,2,2022-07-31,0.08,1,88,0,
53917581,Home in Newark · ★4.71 · 1 bedroom · 1 bed · 1 private bath,52659070,Adrienne,,Central,40.75648,-74.18645,Private room,35,30,7,2023-12-17,0.33,65,332,3,
53937445,Loft in Newark · ★4.76 · 1 bedroom · 2 beds · 1 bath,393215058,Michael,,Central,40.732462597725714,-74.1746712090326,Entire home/apt,138,2,44,2023-12-25,1.78,1,0,21,
54052021,Rental unit in Newark · ★4.76 · 4 bedrooms · 4 beds · 2 baths,403995401,Brent,,North,40.75808,-74.17363,Entire home/apt,199,1,117,2023-12-27,4.81,4,345,45,
54071475,Rental unit in Newark · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,26250193,Gustavo A.,,North,40.75925,-74.17873,Private room,68,5,13,2023-11-20,0.55,3,84,4,
54129607,Home in Newark · ★4.88 · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.75709,-74.18649,Private room,31,90,8,2023-12-07,0.34,65,364,5,
54130579,Home in Newark · ★4.71 · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.7583,-74.1881,Private room,30,90,7,2023-01-14,0.30,65,353,1,
54130586,Home in Newark · ★4.58 · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.75674,-74.18707,Private room,37,90,12,2023-09-01,0.51,65,365,4,
54228454,Rental unit in Newark · ★4.80 · 2 bedrooms · 3 beds · 1 bath,238501905,Ruy,,East,40.733395,-74.163422,Entire home/apt,136,1,114,2023-12-24,5.11,6,348,61,
54281916,Rental unit in Newark · ★4.50 · 3 bedrooms · 3 beds · 1 bath,404686576,Ashley,,South,40.71544,-74.20949,Entire home/apt,168,2,6,2023-12-03,0.28,7,361,5,
54292260,Townhouse in Newark · ★4.80 · 2 bedrooms · 2 beds · 1 bath,440216100,Lux Home Rental,,South,40.72126,-74.19612,Entire home/apt,168,2,10,2023-12-17,0.43,1,355,7,
54323860,Home in Newark · ★4.38 · 2 bedrooms · 5 beds · 1 bath,37345383,Jermaine,,Central,40.73055,-74.18678,Entire home/apt,88,2,8,2023-01-01,0.43,7,282,1,
517612497068229713,Home in Newark · ★4.82 · 3 bedrooms · 3 beds · 2 baths,363360635,Alice,,South,40.7175,-74.19318,Entire home/apt,249,1,33,2023-12-11,1.35,3,362,13,
522492282122469124,Home in Newark · ★4.88 · 3 bedrooms · 3 beds · 2 baths,363360635,Alice,,South,40.71722,-74.19393,Entire home/apt,266,1,33,2023-10-30,1.58,3,0,19,
525539169731665397,Rental unit in Newark · ★4.40 · 1 bedroom · 1 bed · 1 bath,393629982,Adesola,,West,40.75177,-74.19161,Private room,67,1,43,2023-12-09,1.82,4,176,5,
538911970108500830,Rental unit in Newark · ★4.74 · 1 bedroom · 1 bed · 1 bath,57184337,Andreia,,East,40.72233,-74.15811,Entire home/apt,89,2,27,2023-12-28,1.15,1,162,18,
547065237265381244,Home in Newark · 1 bedroom · 1 bed · 1 bath,52659070,Adrienne,,Central,40.7577,-74.18732,Private room,29,90,0,,,65,365,0,
550650890445576295,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,223700750,Corey,,North,40.75761,-74.17255,Private room,,2,0,,,2,88,0,
550707111015597755,Rental unit in Newark · ★4.84 · 2 bedrooms · 2 beds · 1 bath,490005088,Host Your Stays,,Central,40.73413,-74.17604829999999,Entire home/apt,214,1,81,2023-12-27,6.39,1,351,80,
551290186485229526,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,21662783,T. Anna,,Central,40.72941,-74.17914,Entire home/apt,112,45,2,2022-05-16,0.09,4,363,0,
555609473372774589,Rental unit in Newark · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,404686576,Ashley,,South,40.72033,-74.20008,Private room,43,5,6,2023-05-19,0.27,7,328,2,
556574045734208218,Home in Newark · ★4.08 · 1 bedroom · 1 bed · 1 shared bath,392898151,Jaunt,,Central,40.75603,-74.17343,Private room,39,1,13,2023-11-12,0.57,41,290,4,
558184074263780806,Rental unit in Newark · ★4.45 · 2 bedrooms · 3 beds · 1.5 baths,45688186,Chinasokwu,,West,40.73984,-74.23029,Entire home/apt,130,2,11,2023-01-02,0.48,2,303,1,
560158867565759385,Rental unit in Newark · ★4.84 · 1 bedroom · 2 beds · 1 bath,444642850,Jovana,,West,40.73952,-74.20492,Entire home/apt,70,2,130,2023-12-25,5.95,1,318,60,
